2122,3420,4351,4998,5086,3703,2710,2005,1490,1153,880,691,695,837,1198,1730,2414,2988,3557,4095,4288,4096,3751,3236,2470,1899,1539,1352,1321,1509,1743,2097,2386,2801,3189,3613,3840,4009,3885,3565,3065,2620,2246,1948,1765,1702,1638,1668,1853,2165,2513,2979,3441,3679,3611,3308,2807,2231,1702,1317,1036,844,658,562,603,766,1007,1505,2070,2814,3771,3630,3049,2376,1418
1974,3287,4225,4929,5075,3777,2781,2062,1496,1146,871,647,632,774,1116,1596,2218,2733,3235,3730,3878,3716,3412,2932,2206,1718,1385,1197,1153,1305,1504,1800,2110,2516,2912,3320,3601,3778,3690,3399,2944,2527,2159,1887,1707,1638,1549,1540,1670,1959,2330,2848,3330,3584,3547,3228,2680,2101,1584,1172,912,750,586,507,587,791,1089,1635,2346,3234,4276,4077,3459,2645,1546
1887,3191,4119,4887,5083,3848,2836,2106,1465,1066,783,567,517,634,952,1361,1921,2402,2854,3282,3407,3241,2965,2534,1878,1448,1150,951,877,990,1199,1448,1813,2207,2583,2921,3218,3353,3270,3020,2612,2233,1911,1681,1520,1457,1364,1329,1470,1707,2065,2552,3014,3212,3210,2932,2436,1876,1393,1010,773,620,481,433,534,761,1117,1708,2548,3545,4702,4468,3820,2893,1690
1811,3112,4029,4806,5037,3876,2856,2111,1444,1004,699,478,426,519,774,1123,1608,2022,2440,2799,2869,2724,2478,2097,1562,1211,941,765,654,731,908,1106,1448,1803,2102,2398,2640,2712,2617,2402,2036,1724,1479,1336,1226,1202,1162,1134,1263,1498,1821,2297,2708,2893,2941,2696,2194,1698,1231,823,612,484,362,352,476,728,1127,1752,2696,3771,5024,4784,4117,3086,1812
1681,2966,3856,4623,4914,3844,2813,2091,1448,981,666,457,365,378,552,844,1266,1655,2049,2352,2396,2270,2050,1703,1265,971,720,557,461,515,671,835,1124,1447,1700,1878,2046,2072,1952,1778,1537,1317,1137,1046,978,959,955,965,1100,1293,1590,2014,2383,2564,2643,2441,1984,1521,1085,678,459,346,260,271,417,722,1169,1829,2887,3983,5236,4966,4263,3113,1833
1549,2774,3614,4372,4729,3757,2769,2097,1461,956,622,413,296,280,429,712,1096,1465,1756,1985,1971,1834,1608,1339,992,753,529,395,326,337,433,559,781,1062,1295,1458,1608,1634,1499,1336,1166,1003,848,781,753,723,725,750,905,1080,1370,1730,2062,2237,2338,2178,1801,1386,963,563,354,242,191,228,380,698,1183,1886,2983,4124,5361,5077,4333,3152,1840
1514,2646,3418,4099,4455,3507,2597,1978,1421,927,589,382,253,219,349,604,942,1240,1484,1645,1619,1483,1312,1081,812,607,432,323,253,232,299,383,555,775,959,1117,1239,1246,1116,995,848,711,587,553,535,501,521,580,729,869,1082,1362,1650,1832,1954,1879,1596,1213,815,466,279,184,163,228,399,693,1175,1884,2911,3977,5212,4926,4180,3064,1806
1425,2456,3158,3742,4069,3150,2324,1767,1286,833,521,329,203,188,298,529,820,1107,1329,1474,1463,1338,1148,930,694,507,372,289,223,209,249,294,401,584,736,869,998,1024,906,784,670,518,402,381,376,351,394,489,589,699,856,1100,1338,1543,1697,1669,1418,1076,718,396,238,166,177,267,445,738,1227,1924,2898,3861,4977,4660,3914,2831,1664
1338,2248,2843,3358,3662,2755,2015,1549,1126,725,457,310,206,194,306,533,833,1108,1347,1476,1455,1307,1130,891,666,502,376,282,233,214,252,309,426,616,820,954,1079,1090,945,768,624,444,319,279,266,237,271,372,470,574,709,923,1153,1401,1562,1588,1384,1066,702,409,243,186,205,306,482,741,1215,1885,2805,3713,4798,4483,3751,2710,1596
1281,2146,2697,3138,3379,2492,1768,1337,968,618,406,304,215,224,361,589,862,1163,1420,1571,1545,1414,1201,970,746,580,447,358,302,249,273,381,548,747,978,1183,1298,1262,1146,966,749,529,399,288,230,209,241,365,482,598,759,991,1213,1475,1658,1668,1448,1117,737,430,255,221,249,354,544,803,1244,1880,2727,3611,4639,4343,3636,2660,1552
1226,2061,2612,3031,3221,2358,1665,1227,865,563,391,297,213,233,354,552,834,1187,1508,1726,1759,1627,1392,1133,912,740,606,503,423,336,361,502,689,912,1175,1436,1541,1514,1454,1292,1008,779,608,419,298,257,267,415,529,683,907,1185,1422,1720,1870,1840,1584,1238,835,519,322,272,285,389,582,815,1232,1815,2577,3359,4319,4042,3377,2469,1457
1234,2088,2684,3135,3339,2490,1791,1307,906,586,401,305,232,252,376,621,937,1348,1766,2022,2044,1944,1718,1429,1209,1039,855,690,590,486,493,651,869,1130,1455,1764,1908,1925,1868,1666,1361,1093,862,609,458,381,364,497,620,818,1097,1397,1692,2056,2205,2143,1887,1519,1043,687,464,374,365,450,604,821,1190,1686,2404,3132,3969,3721,3112,2247,1309
1357,2251,2905,3396,3608,2699,1977,1432,993,641,442,345,281,311,469,767,1161,1644,2153,2500,2545,2433,2234,1904,1608,1388,1145,886,778,642,653,845,1097,1368,1755,2132,2305,2346,2310,2097,1744,1427,1157,844,650,523,511,631,755,998,1328,1668,2049,2534,2710,2636,2340,1921,1358,916,633,518,463,478,611,789,1085,1500,2139,2837,3673,3479,2945,2169,1270
1549,2578,3338,3866,4055,3054,2245,1634,1168,796,564,418,317,359,548,941,1424,2034,2654,3117,3246,3168,2926,2555,2150,1776,1445,1131,956,809,841,1020,1279,1582,1967,2393,2613,2747,2780,2630,2271,1928,1567,1188,940,763,772,908,1028,1281,1643,2051,2544,3107,3319,3248,2907,2393,1745,1213,869,687,556,512,628,785,1047,1414,1971,2579,3318,3126,2642,1956,1155
1697,2788,3641,4228,4395,3306,2507,1802,1289,921,662,440,340,398,644,1108,1680,2389,3113,3664,3877,3856,3615,3150,2602,2108,1663,1267,1052,947,1012,1181,1510,1904,2313,2759,3012,3202,3240,3095,2758,2406,1943,1509,1242,1016,1021,1134,1262,1528,1873,2344,2877,3478,3707,3640,3267,2759,2062,1461,1088,847,655,560,619,723,937,1255,1740,2294,3033,2862,2423,1821,1105
1843,2976,3877,4491,4640,3441,2642,1891,1352,982,713,457,375,455,734,1275,1951,2742,3534,4154,4400,4362,4070,3534,2887,2297,1765,1333,1122,1029,1131,1322,1695,2111,2611,3117,3459,3755,3839,3622,3272,2823,2217,1721,1472,1200,1206,1338,1503,1757,2060,2559,3113,3689,3942,3916,3546,3012,2280,1639,1222,935,722,626,642,730,916,1188,1626,2189,2924,2767,2359,1797,1083
1928,3064,3973,4583,4682,3379,2558,1802,1258,922,690,451,397,517,826,1381,2144,2995,3777,4412,4657,4590,4250,3700,3030,2429,1836,1359,1120,1020,1126,1354,1766,2210,2704,3227,3639,3934,4068,3873,3548,3018,2378,1876,1623,1339,1370,1554,1722,2009,2314,2802,3318,3801,3973,3940,3552,2975,2270,1639,1188,886,694,608,646,726,914,1184,1606,2141,2860,2695,2295,1749,1052
1956,3109,4001,4593,4664,3314,2446,1698,1181,850,642,415,380,499,841,1420,2193,3011,3755,4277,4499,4449,4123,3562,2946,2331,1722,1249,1007,930,1064,1307,1748,2247,2772,3305,3767,4084,4209,4017,3664,3065,2353,1850,1555,1302,1337,1626,1857,2174,2446,2935,3301,3599,3699,3666,3285,2758,2141,1563,1123,812,638,584,628,742,949,1269,1731,2279,2958,2773,2326,1738,1024
1909,3051,3949,4516,4586,3227,2333,1535,1032,703,524,333,349,474,827,1364,2100,2873,3552,3972,4121,4005,3651,3070,2503,1977,1443,1005,822,763,873,1143,1578,2072,2630,3151,3603,3950,4052,3850,3519,2919,2187,1702,1389,1143,1152,1461,1717,2029,2312,2799,3030,3206,3233,3140,2732,2280,1762,1295,937,674,562,529,577,699,922,1282,1775,2325,3035,2848,2366,1766,1048
1822,2932,3750,4308,4407,3096,2177,1437,916,562,394,253,301,434,743,1244,1924,2616,3193,3515,3564,3345,2953,2421,1957,1538,1137,786,651,577,652,920,1259,1673,2214,2694,3138,3515,3647,3470,3179,2606,1937,1499,1171,924,930,1212,1441,1782,2114,2521,2728,2868,2811,2655,2279,1841,1359,991,707,479,418,432,502,661,907,1257,1731,2274,2958,2763,2301,1725,1020
1700,2810,3639,4203,4379,3135,2152,1396,865,460,299,206,245,355,643,1094,1672,2255,2735,2928,2885,2633,2257,1791,1442,1131,870,604,492,421,461,673,967,1361,1815,2187,2525,2789,2832,2693,2452,2002,1497,1185,894,741,776,1004,1191,1533,1851,2199,2379,2489,2387,2195,1839,1439,1021,717,501,321,301,334,445,651,928,1296,1804,2373,3064,2836,2374,1772,1040
1682,2845,3678,4259,4446,3219,2170,1404,854,431,253,163,168,239,503,937,1447,1945,2344,2466,2383,2070,1691,1274,965,679,539,391,335,298,353,517,748,1091,1516,1802,2018,2273,2278,2131,1908,1581,1140,888,634,538,585,763,912,1192,1469,1813,1992,2151,2099,1908,1558,1198,801,528,370,242,249,290,404,675,1001,1444,2038,2751,3496,3223,2688,2008,1144
1744,2941,3791,4378,4542,3241,2154,1371,804,418,241,151,138,195,427,838,1318,1784,2154,2247,2089,1707,1282,894,622,414,354,300,254,216,255,372,538,828,1157,1349,1485,1739,1736,1627,1490,1293,924,727,532,446,473,540,621,838,1105,1410,1659,1875,1848,1642,1320,961,564,332,229,148,178,241,377,650,995,1486,2168,3032,3968,3718,3148,2390,1370
1792,2936,3730,4326,4446,3102,2065,1334,757,409,246,147,129,177,382,759,1215,1624,1956,2036,1857,1472,1081,722,477,317,282,248,216,186,228,314,452,683,935,1067,1192,1375,1377,1252,1150,988,712,553,431,361,367,383,450,648,868,1100,1394,1621,1618,1455,1225,868,481,248,145,77,114,195,348,663,1055,1581,2315,3345,4368,4100,3510,2694,1505
1843,2983,3798,4390,4476,3100,2063,1318,756,443,255,155,124,175,354,702,1143,1515,1818,1916,1757,1387,1039,695,460,318,299,261,242,221,255,309,455,674,906,1040,1169,1283,1213,1053,914,741,514,403,337,318,326,358,463,603,746,971,1236,1439,1493,1399,1183,843,468,220,113,59,94,196,373,739,1218,1814,2651,3825,4902,4563,3917,2977,1624
1861,3035,3837,4420,4436,3071,2012,1264,712,446,270,158,139,196,369,694,1132,1520,1807,1917,1769,1429,1068,737,495,364,318,285,266,244,263,325,496,709,965,1112,1256,1352,1266,1057,916,714,465,363,325,298,307,361,484,630,761,978,1235,1431,1457,1391,1169,822,446,220,95,53,76,172,355,757,1295,1992,2950,4248,5414,5044,4313,3255,1766
2002,3276,4094,4615,4549,3087,1923,1162,657,444,302,198,186,233,367,643,1035,1433,1737,1892,1792,1520,1153,817,557,431,364,333,328,320,350,435,624,878,1148,1307,1474,1536,1369,1129,951,711,471,390,354,331,333,382,525,684,832,1085,1380,1593,1651,1579,1308,926,522,245,107,61,64,170,359,754,1318,2057,3043,4391,5699,5349,4590,3484,1939
1996,3349,4187,4700,4639,3172,1933,1157,658,461,334,246,253,311,398,654,1021,1414,1739,2000,1971,1730,1372,1028,704,544,464,427,439,462,509,663,907,1162,1487,1703,1873,1849,1664,1331,1066,760,560,463,426,405,401,432,622,830,1019,1335,1706,1955,2009,1967,1640,1179,691,365,153,86,90,203,386,822,1436,2144,3099,4388,5631,5236,4498,3409,1925
1950,3403,4287,4796,4739,3306,1988,1178,688,527,409,347,352,419,490,776,1177,1656,2041,2370,2347,2078,1669,1304,944,742,628,587,592,631,731,956,1310,1652,2027,2281,2456,2344,2089,1686,1328,938,697,556,488,472,498,548,778,1028,1280,1626,2053,2279,2306,2238,1889,1348,840,501,248,146,151,271,456,913,1562,2281,3208,4490,5708,5261,4494,3412,1927
2034,3576,4465,4974,4908,3402,2020,1242,782,637,575,531,507,538,598,863,1320,1928,2440,2852,2864,2589,2132,1725,1295,1047,866,790,752,792,950,1200,1595,2062,2580,2887,3049,2911,2573,2010,1536,1118,820,632,559,540,607,719,964,1294,1663,2081,2568,2838,2886,2798,2389,1765,1207,786,431,283,266,347,504,952,1560,2269,3170,4414,5640,5280,4522,3467,2019
2160,3708,4594,5118,5015,3385,2019,1278,834,748,714,685,669,679,732,1028,1534,2242,2863,3323,3347,3073,2565,2111,1669,1389,1156,1043,980,994,1197,1486,1868,2419,3022,3348,3510,3423,3051,2420,1842,1349,972,716,626,664,799,1023,1305,1697,2144,2608,3105,3432,3575,3498,3056,2374,1745,1146,667,447,387,419,554,965,1506,2144,2970,4149,5396,5129,4419,3438,2066
2069,3521,4373,4961,4906,3315,2077,1407,960,896,870,847,821,831,907,1301,1928,2744,3483,3951,3918,3582,3010,2464,2043,1741,1441,1316,1250,1214,1431,1769,2190,2771,3465,3796,3991,3955,3571,2882,2253,1652,1140,831,711,774,987,1324,1744,2272,2871,3426,3928,4220,4332,4188,3658,2903,2171,1454,872,579,474,468,598,974,1438,1980,2700,3753,4893,4669,4041,3175,1920
1980,3299,4096,4703,4643,3152,2079,1514,1090,1029,1006,963,901,930,1094,1571,2310,3276,4068,4534,4480,4113,3460,2868,2431,2103,1755,1588,1499,1428,1640,1926,2345,2972,3658,4002,4295,4331,3933,3286,2641,1964,1350,1017,873,925,1186,1606,2080,2637,3317,3905,4407,4683,4857,4619,4054,3247,2433,1623,1039,703,557,536,620,902,1270,1758,2397,3318,4356,4175,3601,2825,1710
1889,3067,3772,4369,4335,2929,1983,1557,1170,1094,1057,1002,900,931,1190,1742,2562,3543,4305,4694,4560,4166,3523,2977,2546,2277,1959,1780,1674,1633,1831,2050,2411,3001,3619,3895,4221,4324,3961,3385,2824,2155,1537,1224,1062,1095,1368,1824,2263,2819,3498,4078,4542,4871,5145,4934,4351,3566,2709,1784,1151,811,614,553,616,812,1065,1444,2024,2793,3709,3598,3139,2442,1488
1762,2845,3542,4109,4093,2778,1886,1469,1108,1036,978,940,853,924,1240,1873,2697,3600,4231,4458,4211,3794,3174,2677,2326,2143,1880,1720,1671,1706,1875,2065,2381,2866,3334,3519,3874,4030,3741,3293,2874,2200,1594,1316,1166,1194,1454,1889,2255,2738,3325,3846,4256,4625,4908,4707,4196,3463,2609,1690,1098,738,535,465,528,645,841,1150,1658,2327,3205,3098,2710,2109,1277
1668,2644,3249,3718,3699,2454,1631,1289,1011,935,878,858,765,856,1184,1794,2594,3401,3955,4124,3844,3377,2806,2307,1946,1812,1614,1495,1496,1624,1774,1934,2204,2583,2892,3040,3435,3579,3349,3026,2718,2083,1586,1364,1214,1192,1408,1693,1969,2341,2852,3305,3717,4058,4276,4037,3581,2926,2174,1427,949,618,429,375,421,488,655,897,1307,1881,2616,2488,2190,1702,999
1462,2312,2864,3241,3215,2118,1383,1055,844,764,723,712,626,724,1045,1548,2200,2864,3243,3348,3096,2681,2204,1820,1475,1379,1278,1176,1177,1361,1506,1589,1779,2071,2217,2322,2677,2841,2709,2525,2336,1858,1465,1279,1159,1109,1230,1399,1512,1711,2018,2304,2625,2930,3142,2986,2700,2228,1681,1123,790,538,379,329,358,384,532,791,1198,1692,2303,2168,1866,1402,808
1254,2038,2571,2871,2860,1882,1161,789,640,584,555,569,505,545,780,1156,1633,2086,2343,2347,2094,1754,1419,1136,901,886,862,804,819,1022,1141,1207,1340,1546,1623,1670,1913,2061,2012,1938,1865,1549,1267,1116,987,944,1007,1105,1113,1219,1376,1540,1753,2005,2144,2088,1960,1650,1301,932,663,438,319,270,289,323,466,701,1089,1615,2155,2024,1751,1315,712
1136,1865,2388,2650,2614,1720,1042,620,477,426,407,416,389,400,517,734,1000,1282,1484,1481,1320,1112,876,619,483,499,510,491,525,666,727,760,836,992,1072,1157,1362,1517,1522,1496,1442,1231,1034,896,809,784,799,829,828,873,947,1063,1191,1376,1408,1367,1308,1124,875,679,505,312,236,217,230,275,427,677,1016,1539,2103,1987,1704,1317,733
1029,1692,2143,2365,2330,1514,898,516,387,320,293,285,272,257,314,426,587,749,919,953,877,735,576,389,302,311,344,355,353,412,438,454,495,589,659,782,966,1134,1207,1240,1183,1032,888,778,679,640,620,570,555,595,666,731,840,926,904,855,833,719,583,490,386,268,228,229,255,312,457,733,1087,1559,2066,1940,1624,1218,679
879,1515,1957,2191,2190,1490,914,546,382,300,257,218,177,165,189,251,330,408,492,516,479,423,360,288,263,276,310,310,271,269,278,274,315,399,470,571,730,912,1012,1072,1027,923,768,662,562,530,470,424,408,463,533,601,663,706,665,632,608,534,429,374,304,258,279,322,368,452,611,895,1258,1736,2232,2075,1712,1275,706
855,1485,1930,2191,2208,1566,1019,653,457,352,270,204,160,131,141,184,229,257,331,364,368,366,375,357,350,364,384,377,337,316,288,267,283,328,409,529,699,834,942,986,909,792,687,585,508,503,460,417,400,430,513,588,635,672,627,574,534,454,355,324,251,236,306,399,479,623,816,1102,1437,1898,2406,2202,1811,1358,770
891,1550,1997,2308,2372,1752,1203,870,615,469,360,275,203,188,189,212,235,233,271,305,326,365,438,478,481,496,502,480,453,427,378,336,331,343,426,567,743,865,953,947,848,738,644,567,545,558,538,480,440,453,509,576,652,729,707,641,549,456,336,272,233,288,396,504,648,836,1047,1343,1668,2080,2558,2297,1854,1388,796
910,1660,2205,2572,2719,2100,1518,1117,836,643,524,400,303,268,266,267,285,273,273,299,341,397,513,607,632,657,652,632,623,587,513,488,459,421,498,673,826,944,1025,994,879,774,681,653,655,663,650,586,490,483,519,571,668,759,744,651,538,419,340,308,311,418,567,688,820,1063,1324,1653,2014,2408,2832,2480,1961,1411,815
1001,1912,2565,3034,3241,2592,1915,1449,1113,891,751,585,443,370,374,383,393,397,402,407,452,544,709,830,887,932,927,886,901,850,751,700,639,571,623,775,931,1053,1126,1118,1025,947,861,839,850,870,837,804,700,657,659,689,757,835,814,722,595,486,448,485,533,676,860,1009,1114,1347,1663,1991,2353,2787,3196,2756,2170,1538,850
1172,2185,2933,3489,3764,3064,2364,1864,1503,1244,1052,847,671,577,577,579,593,608,614,612,680,786,979,1147,1268,1357,1366,1336,1360,1260,1101,994,885,722,730,861,985,1060,1151,1182,1137,1143,1127,1128,1148,1151,1120,1087,991,908,886,851,901,966,962,852,741,619,586,682,817,1027,1237,1436,1514,1709,1987,2354,2700,3129,3562,3089,2417,1707,954
1303,2435,3254,3898,4290,3597,2888,2404,2066,1729,1461,1182,959,825,824,841,903,964,986,1022,1112,1233,1461,1679,1866,1977,1980,1927,1930,1744,1558,1444,1319,1074,1050,1138,1208,1237,1361,1451,1491,1574,1609,1619,1617,1584,1532,1492,1433,1355,1284,1207,1232,1240,1215,1109,974,851,816,936,1139,1427,1691,1937,2070,2218,2429,2723,3053,3450,3917,3442,2735,1941,1088
1442,2709,3654,4445,5016,4376,3687,3182,2797,2321,1938,1572,1330,1188,1207,1278,1435,1592,1685,1838,1995,2121,2347,2570,2736,2839,2851,2782,2769,2515,2291,2131,1940,1600,1537,1599,1611,1656,1832,2020,2122,2282,2325,2329,2271,2259,2221,2211,2209,2130,1989,1858,1835,1730,1643,1466,1309,1148,1132,1287,1551,1872,2188,2539,2730,2911,3076,3338,3555,3867,4283,3759,2966,2114,1202
1570,2900,3917,4881,5569,5016,4404,3957,3487,2951,2448,2040,1788,1669,1724,1846,2064,2322,2545,2849,3163,3421,3651,3939,4059,4089,4000,3902,3709,3331,3050,2814,2507,2118,2076,2055,2076,2198,2491,2789,2990,3245,3326,3270,3132,3220,3203,3248,3299,3276,3071,2858,2736,2562,2398,2121,1913,1701,1632,1710,1956,2278,2649,3083,3449,3704,3867,4069,4194,4351,4632,4017,3129,2217,1239
